A1,A2,t
4.673890901497881068e-06,1.486768816174165231e+00,6.900000000000000355e+00
3.816987371102191217e-06,1.476058273080038452e+00,7.000000000000000000e+00
3.153503291482296896e-06,1.465424699408471865e+00,7.100000000000000533e+00
2.653838985272368708e-06,1.454867569900180957e+00,7.200000000000000178e+00
2.279124733219746346e-06,1.444386372914254757e+00,7.300000000000000711e+00
1.981220774184963995e-06,1.433980610428155167e+00,7.400000000000000355e+00
1.702717305141729160e-06,1.423649798037717185e+00,7.500000000000000000e+00
1.401496210003153781e-06,1.413393439242625726e+00,7.600000000000000533e+00
1.117911513761225193e-06,1.403210955639807800e+00,7.700000000000000178e+00
8.681187278618284508e-07,1.393101798456091389e+00,7.800000000000000711e+00
6.612760491161407809e-07,1.383065429906452648e+00,7.900000000000000355e+00
5.025370841461425209e-07,1.373101320042955376e+00,8.000000000000000000e+00
3.930508493846274953e-07,1.363208946754751905e+00,8.099999999999999645e+00
3.299617710751993104e-07,1.353387795768082213e+00,8.200000000000001066e+00
3.064096852722734711e-07,1.343637360646275480e+00,8.300000000000000711e+00
3.115298378410745224e-07,1.333957142789747641e+00,8.400000000000000355e+00
3.304528844576371086e-07,1.324346651436003608e+00,8.500000000000000000e+00
3.443048906088068198e-07,1.314805403659636385e+00,8.599999999999999645e+00
3.302073315922410392e-07,1.305332924372326620e+00,8.700000000000001066e+00
2.753826893830331511e-07,1.295928731521228672e+00,8.800000000000000711e+00
2.185318904326096757e-07,1.286592292982265739e+00,8.900000000000000355e+00
1.673442619865074173e-07,1.277323113027812651e+00,9.000000000000000000e+00
1.242509156999304572e-07,1.268120704817936817e+00,9.099999999999999645e+00
9.080406255057904920e-08,1.258984585784626020e+00,9.200000000000001066e+00
6.767701283865192183e-08,1.249914277631788639e+00,9.300000000000000711e+00
5.466417618684281116e-08,1.240909306335253204e+00,9.400000000000000355e+00
5.068106154034255180e-08,1.231969202142768838e+00,9.500000000000000000e+00
5.376427716683883868e-08,1.223093499574005039e+00,9.600000000000001421e+00
6.107153065651617414e-08,1.214281737420551899e+00,9.700000000000001066e+00
6.888162892205560320e-08,1.205533458745919884e+00,9.800000000000000711e+00
7.259447819863492532e-08,1.196848210885539832e+00,9.900000000000000355e+00
6.673108404392901206e-08,1.188225545446762732e+00,1.000000000000000000e+01
2.677777777777777590e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.213784936971598949e+00,4.622668075548627131e-01,1.000000000000000056e-01
1.830206423228328161e+00,8.410873496685806749e-01,2.000000000000000111e-01
1.512913471022835576e+00,1.151147446239974670e+00,3.000000000000000444e-01
1.250582316715722841e+00,1.404217123439442272e+00,4.000000000000000222e-01
1.034030836273150733e+00,1.609840179141615923e+00,5.000000000000000000e-01
8.551188059341614522e-01,1.776477362575680452e+00,6.000000000000000888e-01
7.068590996849654084e-01,1.911390784461277415e+00,7.000000000000000666e-01
5.841767228353974550e-01,2.019854901108223189e+00,8.000000000000000444e-01
4.829687176894577050e-01,2.106133743000235370e+00,9.000000000000000222e-01
3.995041634405863684e-01,2.174104615161810194e+00,1.000000000000000000e+00
3.304218447837913297e-01,2.227260520633330021e+00,1.100000000000000089e+00
2.730707743971265145e-01,2.268356187094735521e+00,1.200000000000000178e+00
2.256696925573791201e-01,2.299242266927925549e+00,1.300000000000000044e+00
1.866048137498962645e-01,2.321595329913610506e+00,1.400000000000000133e+00
1.543957536739335168e-01,2.336953282064320625e+00,1.500000000000000000e+00
1.276992669714561157e-01,2.346711480251199688e+00,1.600000000000000089e+00
1.055283590732872534e-01,2.351894965258924053e+00,1.700000000000000178e+00
8.721213341192075863e-02,2.353200200644486539e+00,1.800000000000000044e+00
7.212089534361615373e-02,2.351280827224369485e+00,1.900000000000000133e+00
5.967632330336430924e-02,2.346737090105996959e+00,2.000000000000000000e+00
4.935460155592853032e-02,2.340112582187948487e+00,2.100000000000000089e+00
4.078462248535187629e-02,2.331792162778098643e+00,2.200000000000000178e+00
3.370668816716310134e-02,2.322044887341065067e+00,2.300000000000000266e+00
2.787561527016142737e-02,2.311124729854532323e+00,2.400000000000000355e+00
2.306622384319798741e-02,2.299264877176411037e+00,2.500000000000000000e+00
1.907531383806503750e-02,2.286675674443598094e+00,2.600000000000000089e+00
1.576271949795667038e-02,2.273501948972381115e+00,2.700000000000000178e+00
1.302751280408488525e-02,2.259847746790494050e+00,2.800000000000000266e+00
1.077434359687370023e-02,2.245811321946737493e+00,2.900000000000000355e+00
8.915627728127258761e-03,2.231482861897759129e+00,3.000000000000000000e+00
7.372619459909320223e-03,2.216943372743047647e+00,3.100000000000000089e+00
6.092154960043514103e-03,2.202247274316681658e+00,3.200000000000000178e+00
5.035082567819256644e-03,2.187434426928689390e+00,3.300000000000000266e+00
4.164406712732601074e-03,2.172542455617960666e+00,3.400000000000000355e+00
3.446108547373535197e-03,2.157605897081462665e+00,3.500000000000000000e+00
2.849631041505516077e-03,2.142655695412236661e+00,3.600000000000000089e+00
2.354622241592686620e-03,2.127712192444131567e+00,3.700000000000000178e+00
1.946014791999722132e-03,2.112790242588759693e+00,3.800000000000000266e+00
1.609536284797676497e-03,2.097903879680632855e+00,3.900000000000000355e+00
1.332017683699935435e-03,2.083065996349820814e+00,4.000000000000000000e+00
1.101543412660181383e-03,2.068288187999231642e+00,4.100000000000000533e+00
9.101282079400708266e-04,2.053577970179595091e+00,4.200000000000000178e+00
7.520947334101718128e-04,2.038940465070325558e+00,4.299999999999999822e+00
6.220189201818786175e-04,2.024380537146033721e+00,4.400000000000000355e+00
5.148517196044527207e-04,2.009902666588563758e+00,4.500000000000000000e+00
4.259294798582907650e-04,1.995510938499132081e+00,4.600000000000000533e+00
3.518856124259849482e-04,1.981208095174372463e+00,4.700000000000000178e+00
2.906732896154809844e-04,1.966995512556876324e+00,4.800000000000000711e+00
2.403156849969200588e-04,1.952874499208541392e+00,4.900000000000000355e+00
1.989360455868584873e-04,1.938846264992755808e+00,5.000000000000000000e+00
1.647576918482703727e-04,1.924911921074400123e+00,5.100000000000000533e+00
1.361963430747533885e-04,1.911072383925026319e+00,5.200000000000000178e+00
1.124261034687981154e-04,1.897327786960715912e+00,5.300000000000000711e+00
9.282472249139954326e-05,1.883678057219254853e+00,5.400000000000000355e+00
7.676369638237443742e-05,1.870123133355224176e+00,5.500000000000000000e+00
6.362202753242300526e-05,1.856662951323721611e+00,5.600000000000000533e+00
5.278622448312919407e-05,1.843297444380362693e+00,5.700000000000000178e+00
4.367027826475616077e-05,1.830026522298546121e+00,5.800000000000000711e+00
3.600199223559599705e-05,1.816849773657037481e+00,5.900000000000000355e+00
2.965109913933097570e-05,1.803766644679632547e+00,6.000000000000000000e+00
2.446035599527819800e-05,1.790776614537213929e+00,6.100000000000000533e+00
2.025930412732710928e-05,1.777879180994151209e+00,6.200000000000000178e+00
1.686426916393929569e-05,1.765073860408299833e+00,6.300000000000000711e+00
1.407836103814868062e-05,1.752360187731002217e+00,6.400000000000000355e+00
1.169294518493826083e-05,1.739737714973276228e+00,6.500000000000000000e+00
9.617119824504786449e-06,1.727205876434658283e+00,6.600000000000000533e+00
7.866652026169847721e-06,1.714764000561835866e+00,6.700000000000000178e+00
6.428040402013052707e-06,1.702411450990312325e+00,6.800000000000000711e+00
5.277179860061996305e-06,1.690147606950963777e+00,6.900000000000000355e+00
4.379361604292143361e-06,1.677971863270038888e+00,7.000000000000000000e+00
3.689273134626893042e-06,1.665883630369158208e+00,7.100000000000000533e+00
3.150998246937573757e-06,1.653882334265315723e+00,7.200000000000000178e+00
2.698017033043416049e-06,1.641967416570877081e+00,7.300000000000000711e+00
2.256415716031408354e-06,1.630138331130502216e+00,7.400000000000000355e+00
1.833032079748559512e-06,1.618394452029835673e+00,7.500000000000000000e+00
1.458986916004462064e-06,1.606735133154215234e+00,7.600000000000000533e+00
1.144838466968370014e-06,1.595159754268165919e+00,7.700000000000000178e+00
8.962245260009482743e-07,1.583667704489422512e+00,7.800000000000000711e+00
7.138624376542955371e-07,1.572258382288931555e+00,7.900000000000000355e+00
5.935490976719260621e-07,1.560931195490849799e+00,8.000000000000000000e+00
5.261609529887800533e-07,1.549685561272545309e+00,8.099999999999999645e+00
4.976540017312211177e-07,1.538520906164596802e+00,8.200000000000001066e+00
4.890637932170362658e-07,1.527436666050794312e+00,8.300000000000000711e+00
4.765054279554350639e-07,1.516432286168138521e+00,8.400000000000000355e+00
4.311735576470504814e-07,1.505507221106840321e+00,8.500000000000000000e+00
3.465546385214790425e-07,1.494660905951353147e+00,8.599999999999999645e+00
2.558030202701494563e-07,1.483892738871336547e+00,8.700000000000001066e+00
1.684848570787545033e-07,1.473202147651245131e+00,8.800000000000000711e+00
9.193542221823462877e-08,1.462588566244703570e+00,8.900000000000000355e+00
3.160855736463170572e-08,1.452051434399766361e+00,9.000000000000000000e+00
-8.923327400911283411e-09,1.441590197658919159e+00,9.099999999999999645e+00
-2.796925359215172883e-08,1.431204307359077887e+00,9.200000000000001066e+00
-2.571967431774559345e-08,1.420893220631589404e+00,9.300000000000000711e+00
-4.246474281250218726e-09,1.410656400402231503e+00,9.400000000000000355e+00
3.249703021887885177e-08,1.400493315391211802e+00,9.500000000000000000e+00
7.867609128928686644e-08,1.390403440113168632e+00,9.600000000000001421e+00
1.265745294417161070e-07,1.380386254877171925e+00,9.700000000000001066e+00
1.665947335930130882e-07,1.370441245786721440e+00,9.800000000000000711e+00
1.872576610651231582e-07,1.360567904739747425e+00,9.900000000000000355e+00
1.752028375850918215e-07,1.350765729428611062e+00,1.000000000000000000e+01
3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.480178328850819458e+00,5.178877697916858258e-01,1.000000000000000056e-01
2.050436696650748569e+00,9.422991458904177442e-01,2.000000000000000111e-01
1.694899212648936171e+00,1.289735960728665587e+00,3.000000000000000444e-01
1.401100686139120644e+00,1.573154630307312285e+00,4.000000000000000222e-01
1.158559710398683329e+00,1.803449434219783321e+00,5.000000000000000000e-01
9.580239313703466930e-01,1.990237059282125243e+00,6.000000000000000888e-01
7.918185367130071706e-01,2.141494344906772707e+00,7.000000000000000666e-01
6.544396415212043738e-01,2.262941458277772266e+00,8.000000000000000444e-01
5.411500793205124005e-01,2.359501570357020128e+00,9.000000000000000222e-01
4.476561276267255751e-01,2.435636899791393084e+00,1.000000000000000000e+00
3.701426831819010221e-01,2.495312148224913429e+00,1.100000000000000089e+00
3.058699651491370020e-01,2.541374226906264688e+00,1.200000000000000178e+00
2.528118630311086412e-01,2.575928194250501235e+00,1.300000000000000044e+00
2.090966989185167879e-01,2.600918583650071003e+00,1.400000000000000133e+00
1.730123057646169304e-01,2.618124124578717904e+00,1.500000000000000000e+00
1.430449272673293692e-01,2.629117306127183529e+00,1.600000000000000089e+00
1.182020547756338635e-01,2.634928787798605399e+00,1.700000000000000178e+00
9.770254956842686078e-02,2.636369517564822740e+00,1.800000000000000044e+00
8.081555451191906048e-02,2.634198183126476245e+00,1.900000000000000133e+00
6.687153147340346715e-02,2.629109738499130433e+00,2.000000000000000000e+00
5.528455897592583768e-02,2.621712225572128130e+00,2.100000000000000089e+00
4.568282113888047502e-02,2.612391130743395795e+00,2.200000000000000178e+00
3.776173349677097030e-02,2.601462060676891674e+00,2.300000000000000266e+00
3.123668296666572489e-02,2.589219868976225580e+00,2.400000000000000355e+00
2.584693721705891983e-02,2.575934592383306132e+00,2.500000000000000000e+00
2.136690093682199268e-02,2.561839749862163451e+00,2.600000000000000089e+00
1.765585841754185523e-02,2.547080635130544835e+00,2.700000000000000178e+00
1.459500316570456861e-02,2.531779774358434043e+00,2.800000000000000266e+00
1.207362166872693807e-02,2.516051288005622943e+00,2.900000000000000355e+00
9.990283928476407713e-03,2.499999653254878051e+00,3.000000000000000000e+00
8.258188306329385109e-03,2.483714148022396540e+00,3.100000000000000089e+00
6.823828409677976971e-03,2.467249446700381821e+00,3.200000000000000178e+00
5.640988331650559004e-03,2.450652652052975000e+00,3.300000000000000266e+00
4.666674542977968139e-03,2.433967523882652362e+00,3.400000000000000355e+00
3.861464312188878263e-03,2.417234116842934100e+00,3.500000000000000000e+00
3.191844198681210911e-03,2.400486349552043652e+00,3.600000000000000089e+00
2.637375427325259342e-03,2.383744556168582385e+00,3.700000000000000178e+00
2.180207232570284190e-03,2.367026387205036997e+00,3.800000000000000266e+00
1.803712906423928387e-03,2.350348227228162390e+00,3.900000000000000355e+00
1.492601180440388409e-03,2.333725079074030262e+00,4.000000000000000000e+00
1.233776419351228018e-03,2.317169669655251063e+00,4.100000000000000533e+00
1.019363698939023538e-03,2.300689305377994653e+00,4.200000000000000178e+00
8.425906207607884160e-04,2.284290152938674545e+00,4.299999999999999822e+00
6.970972280952769705e-04,2.267977956529685812e+00,4.400000000000000355e+00
5.769881399071381334e-04,2.251757983641792027e+00,4.500000000000000000e+00
4.770266808116205900e-04,2.235634823250697512e+00,4.600000000000000533e+00
3.940489291484512995e-04,2.219610915886151670e+00,4.700000000000000178e+00
3.256055119254480201e-04,2.203687965480993771e+00,4.800000000000000711e+00
2.693383369788145782e-04,2.187867587084136201e+00,4.900000000000000355e+00
2.230220938120858871e-04,2.172151263706497026e+00,5.000000000000000000e+00
1.845660213134591842e-04,2.156540344482761551e+00,5.100000000000000533e+00
1.524455269991486605e-04,2.141035595939634550e+00,5.200000000000000178e+00
1.258542078127055253e-04,2.125637044050034508e+00,5.300000000000000711e+00
1.039968592261742445e-04,2.110344708982191175e+00,5.400000000000000355e+00
8.609553704170899041e-05,2.095158598703461550e+00,5.500000000000000000e+00
7.138955739157434692e-05,2.080078708980331204e+00,5.600000000000000533e+00
5.913571272347750804e-05,2.065105023153640307e+00,5.700000000000000178e+00
4.881009830062340080e-05,2.050237302246379123e+00,5.800000000000000711e+00
4.022603692230888308e-05,2.035474962523938558e+00,5.900000000000000355e+00
3.317706077177408526e-05,2.020817446449774568e+00,6.000000000000000000e+00
2.744463339101235852e-05,2.006264214503761245e+00,6.100000000000000533e+00
2.279814968077038335e-05,1.991814745182194812e+00,6.200000000000000178e+00
1.899493590054786453e-05,1.977468534997787630e+00,6.300000000000000711e+00
1.578028328283125913e-05,1.963225098444624006e+00,6.400000000000000355e+00
1.299992813975148545e-05,1.949083850913688076e+00,6.500000000000000000e+00
1.065867578148368825e-05,1.935044048023167873e+00,6.600000000000000533e+00
8.731254907601992835e-06,1.921104982085019897e+00,6.700000000000000178e+00
7.180712140118514431e-06,1.907265962718831975e+00,6.800000000000000711e+00
5.958412023483478448e-06,1.893526316851822378e+00,6.900000000000000355e+00
5.004037024585117143e-06,1.879885388718840922e+00,7.000000000000000000e+00
4.245587532749745856e-06,1.866342539862367644e+00,7.100000000000000533e+00
3.599381859741739289e-06,1.852897149132514132e+00,7.200000000000000178e+00
2.983571167943561059e-06,1.839548598552044112e+00,7.300000000000000711e+00
2.422518925097472774e-06,1.826296164605586192e+00,7.400000000000000355e+00
1.938920286306232353e-06,1.813139131164910989e+00,7.500000000000000000e+00
1.540840016105630333e-06,1.800076802229140238e+00,7.600000000000000533e+00
1.230510638203322381e-06,1.787108492663475046e+00,7.700000000000000178e+00
1.004332435478801347e-06,1.774233528199195220e+00,7.800000000000000711e+00
8.528734499834230965e-07,1.761451245433659718e+00,7.900000000000000355e+00
7.608694829403914730e-07,1.748760991830305311e+00,8.000000000000000000e+00
7.072240947447597844e-07,1.736162125718648586e+00,8.099999999999999645e+00
6.650086049634388477e-07,1.723654016294284386e+00,8.200000000000001066e+00
6.014620923351910599e-07,1.711236043618886926e+00,8.300000000000000711e+00
4.940246835250670616e-07,1.698907581602845385e+00,8.400000000000000355e+00
3.771512121906358968e-07,1.686667949264960331e+00,8.500000000000000000e+00
2.648345545622476844e-07,1.674516492853224570e+00,8.599999999999999645e+00
1.659559026227163840e-07,1.662452568397011721e+00,8.700000000000001066e+00
8.708105518201369386e-08,1.650475538699403222e+00,8.800000000000000711e+00
3.246041787725835654e-08,1.638584773337187217e+00,8.900000000000000355e+00
4.029003172724152982e-09,1.626779648660858557e+00,9.000000000000000000e+00
1.406430359837202607e-09,1.615059547794619688e+00,9.099999999999999645e+00
2.189692555717691618e-08,1.603423860636379539e+00,9.200000000000001066e+00
6.048932171047387823e-08,1.591871983857754635e+00,9.300000000000000711e+00
1.098570585926131823e-07,1.580403320904068210e+00,9.400000000000000355e+00
1.603581828036320485e-07,1.569017281994350643e+00,9.500000000000000000e+00
2.000353477707187121e-07,1.557713284121339248e+00,9.600000000000001421e+00
2.146158137482162878e-07,1.546490751051478485e+00,9.700000000000001066e+00
1.899570347086314454e-07,1.535349110794403504e+00,9.800000000000000711e+00
1.570418390554356157e-07,1.524287748952585675e+00,9.900000000000000355e+00
1.298323616348073402e-07,1.513306072806363423e+00,1.000000000000000000e+01
